Default,Loan Amount,term,Interest Rate,Installment,Grade,Sub-Grade,Employment Title,Employment Length,Home Ownership,Annual Income,Verified Income,Issue Date,Loan Status,Payment Plan,purpose,title,Zip Code,State,Monthly Debt to Income Ratio,Delinquencies Over 2 Years,Earliest Credit Line,Inquiries Last 6 Months,Months Since Last Delinquincy,Months Since Last Public Record,Open Credit Lines,Derogatory Public Records,Credit Revolving Balance,Credit Utilization Rate,Total Credit Lines,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
N,4500, 36 months,0.07,139.76,A,A4,Buyer,10+ years,RENT,82908,Source Verified,16-Apr,Fully Paid,n,small_business,Business,907xx,CA,17.47,0,Mar-95,0,,,7,0,16292,0.73,22,16-Oct,3977.42,,16-Nov,0,,INDIVIDUAL,,,,0,0,47974,1,2,1,5,6,31682,88,0,0,7802,82,22400,0,5,0,5,6853,224,98,0,0,124,252,47,6,0,124,,,,0,3,5,3,5,15,5,7,5,7,0,0,0,1,100,100,0,0,58323,47974,11300,35923
N,20750, 36 months,0.05,624.89,A,A1,President,< 1 year,MORTGAGE,75000,Not Verified,16-Mar,Fully Paid,n,small_business,Business,290xx,SC,21.54,0,Jul-98,0,,,15,0,12743,0.27,34,16-Oct,18172.92,,16-Oct,0,,INDIVIDUAL,,,,0,0,163631,0,3,0,1,13,23765,62,0,3,4377,43,46500,0,1,0,4,11688,21123,17.2,0,0,166,212,21,13,2,21,,21,,0,1,4,5,10,11,11,21,4,15,0,0,0,0,100,20,0,0,220203,36508,25500,38091
Y,32000, 36 months,0.20,1181.59,D,D5,General manager,7 years,RENT,237000,Verified,16-Mar,Late (31-120 days),n,small_business,Business,152xx,PA,24.73,0,3-Dec,0,47,,10,0,5539,0.54,28,16-Oct,1181.59,17-Jan,16-Dec,0,47,INDIVIDUAL,,,,0,120,303000,1,7,4,7,6,286981,86,0,1,3437,83,10300,1,0,1,8,30300,3563,49.1,0,0,147,128,21,6,3,21,,7,,2,1,2,1,4,17,2,7,2,10,0,0,0,4,84.6,0,0,0,348908,303000,7000,289558
Y,5000, 36 months,0.18,181.39,D,D3,Assistant,9 years,RENT,40290,Source Verified,16-Mar,Late (31-120 days),n,small_business,Business,922xx,CA,9.26,0,2-Jan,5,,,10,0,6991,0.51,12,16-Oct,196.39,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,6991,3,0,0,0,72,0,,4,9,1401,51,13700,3,0,8,9,699,4153,58.9,0,0,170,34,3,3,0,6,,1,,0,7,10,7,7,2,10,10,10,10,0,0,0,4,100,28.6,0,0,13700,6991,10100,0
Y,10000, 36 months,0.11,329.62,B,B5,Commercial Sales Manager,4 years,RENT,85000,Not Verified,16-Mar,Late (31-120 days),n,small_business,Business,928xx,CA,23.06,0,Jan-93,1,30,,17,0,8380,0.45,22,16-Oct,329.62,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,72630,1,8,1,3,5,38494,74,1,3,3416,66,18800,1,0,3,7,4272,8461,49,0,0,119,67,12,5,1,12,30,4,30,0,4,5,5,5,13,7,7,5,17,0,0,0,2,100,0,0,0,128669,46874,16600,52290
N,18400, 36 months,0.14,625.93,C,C3,owner,5 years,MORTGAGE,100000,Not Verified,16-Feb,Fully Paid,n,small_business,Business,074xx,NJ,13.56,0,7-Feb,1,49,71,12,1,29864,0.85,17,16-Oct,15759.33,,16-Nov,0,,INDIVIDUAL,,,,0,0,173526,0,1,0,0,26,32085,,0,4,4556,85,35100,0,0,2,4,19281,2106,82.9,0,0,86,108,13,13,1,13,49,0,49,0,4,7,6,8,3,10,12,7,11,0,0,0,0,93.7,75,1,0,195211,61949,12300,44116
Y,15000, 36 months,0.12,498.15,C,C1,owner,10+ years,RENT,60000,Source Verified,16-Feb,Late (31-120 days),n,small_business,Business,342xx,FL,16.06,0,May-96,0,65,62,3,2,5208,0.69,20,16-Oct,498.15,17-Jan,16-Dec,0,65,INDIVIDUAL,,,,0,0,46607,0,1,0,1,13,41399,,0,0,5208,69,7600,2,1,3,1,15536,2392,68.5,0,0,224,237,42,13,2,43,,4,,2,1,1,2,6,10,2,8,1,3,0,0,0,0,90,0,2,0,54533,46607,7600,46933
Y,7500, 36 months,0.10,241.31,B,B3,Artist and Freelance Recruiter,1 year,RENT,134800,Not Verified,16-Feb,Late (31-120 days),n,small_business,Business,902xx,CA,20.64,0,5-Oct,0,80,,12,0,27548,0.56,21,16-Oct,241.31,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,83769,2,4,3,4,4,56221,81,1,2,13136,71,49500,0,0,0,6,6981,16134,61.6,0,0,123,86,5,4,0,5,,14,,0,4,6,5,5,13,8,8,6,12,0,0,0,4,95.2,40,0,0,118871,83769,42000,69371
N,10000, 36 months,0.11,329.67,B,B5,President,2 years,MORTGAGE,180000,Not Verified,16-Jan,Fully Paid,n,small_business,Business,800xx,CO,8.28,0,May-95,0,,58,6,1,14403,0.61,26,16-Oct,8215.96,,16-Nov,0,,INDIVIDUAL,,,,0,0,56497,0,2,2,2,8,42094,77,0,1,7563,66,23700,1,1,2,3,9416,8297,63.4,0,0,139,248,24,8,2,24,,8,,0,3,3,3,9,9,4,13,3,6,0,0,0,2,100,33.3,1,0,71589,56497,22700,47889
N,3000, 36 months,0.08,93.89,A,A5,Systems Engineer,< 1 year,MORTGAGE,120000,Not Verified,16-Jan,Fully Paid,n,small_business,Business,210xx,MD,11.12,0,3-Mar,2,31,,8,0,15615,0.51,27,16-Oct,2416.12,,16-Nov,0,33,INDIVIDUAL,,,,0,0,404604,1,2,0,1,24,71513,36,2,3,0,44,30400,0,0,2,6,50576,,,0,0,154,153,3,3,6,,31,3,31,0,0,2,0,3,9,5,12,2,7,0,0,0,2,96.3,,0,0,437343,87128,0,80943
Y,35000, 36 months,0.11,1153.83,B,B5,OWNER,6 years,MORTGAGE,200000,Not Verified,16-Jan,Late (31-120 days),n,small_business,Business,780xx,TX,9.67,4,Jun-96,1,9,28,10,1,16825,0.81,35,16-Oct,1153.83,17-Jan,16-Dec,0,52,INDIVIDUAL,,,,0,0,665227,1,1,0,0,47,16569,28,1,1,7447,81,20700,1,0,4,1,66522,4630,85,2,0,161,235,2,2,5,50,37,3,20,2,3,7,7,9,9,7,20,4,10,,0,1,1,69,66.7,0,1,705843,33394,13890,60143
N,10000, 36 months,0.08,315.63,B,B1,owner,7 years,MORTGAGE,95000,Verified,16-Jan,Fully Paid,n,small_business,,410xx,KY,0.39,0,3-Jul,0,,,5,0,3189,0.11,31,16-Oct,9.42,,16-Oct,0,,INDIVIDUAL,,,,0,0,182377,0,0,0,0,48,0,,1,3,3189,11,28500,0,0,2,5,36475,13811,18.8,0,0,150,127,10,10,5,13,,10,,0,1,1,2,10,11,4,15,1,5,0,0,0,2,100,0,0,0,209300,3189,17000,0
N,20000, 36 months,0.13,671.86,C,C1,owner,< 1 year,MORTGAGE,65000,Not Verified,16-Sep,In Grace Period,n,small_business,Business,435xx,OH,5.06,0,2-Jan,1,28,19,5,4,1652,0.25,9,16-Nov,671.86,17-Jan,16-Dec,0,42,INDIVIDUAL,,,,0,0,187719,0,1,0,0,33,5259,55,1,1,769,43,6600,1,1,1,1,37544,471,70.6,0,0,170,176,11,11,3,11,,3,40,1,2,3,2,2,2,3,4,3,5,0,0,0,1,66.7,50,0,3,223100,6911,1600,9500
Y,10500, 36 months,0.29,439.33,G,G2,Firefighter / EMT,10+ years,MORTGAGE,52000,Verified,16-Aug,Late (31-120 days),n,small_business,Business,770xx,TX,11.01,2,5-May,1,22,,6,0,908,0.65,14,16-Nov,439.33,17-Jan,16-Dec,0,28,INDIVIDUAL,,,,0,0,138241,1,3,2,3,2,23566,96,0,0,196,95,1400,0,8,1,3,23040,204,49,0,0,135,81,64,2,1,64,22,1,22,2,1,2,1,1,10,2,3,2,6,0,0,0,2,69.2,0,0,0,155499,24474,400,24490
Y,25325, 36 months,0.21,960.51,D,D5,Account Executive,3 years,RENT,57600,Verified,16-Aug,Late (31-120 days),n,small_business,Business,927xx,CA,9.27,1,9-Mar,0,16,,7,0,1575,0.32,9,16-Nov,960.51,17-Jan,16-Oct,0,,INDIVIDUAL,,,,0,0,22178,1,3,2,2,5,20603,73,0,0,1304,67,5000,0,0,0,2,3168,2812,34.6,0,0,43,89,27,5,0,39,16,,16,0,3,4,3,3,4,4,5,4,7,0,0,0,2,85.7,0,0,0,33161,22178,4300,28161
N,10875, 36 months,0.26,441.01,F,F2,Design Leader,3 years,MORTGAGE,130000,Verified,16-Jul,In Grace Period,n,small_business,Business,483xx,MI,28.77,0,2-Oct,4,59,,12,0,94926,0.87,22,16-Nov,441.01,17-Jan,16-Dec,0,44,INDIVIDUAL,,,,0,0,374452,5,3,2,2,3,53412,82,3,4,10180,87,108950,0,0,5,6,31204,4483,91,0,0,125,165,1,1,6,1,58,0,58,0,3,8,3,4,5,8,14,8,12,,0,0,5,77,66.7,0,0,445211,71147,13450,65311
N,20000, 36 months,0.13,671.86,C,C1,ARNP,10+ years,RENT,81000,Source Verified,16-Jul,In Grace Period,n,small_business,Business,329xx,FL,18.43,0,Feb-91,0,79,,23,0,2740,0.13,39,16-Nov,671.86,17-Jan,16-Dec,0,79,INDIVIDUAL,,,,0,50,106038,2,7,1,1,6,103298,112,5,14,2175,94,21400,2,0,2,15,4610,7519,22.5,0,0,138,305,1,1,0,7,88,11,88,2,2,4,4,8,19,15,20,4,23,0,0,0,6,94.7,0,0,0,113400,106038,9700,92000
N,36000, 36 months,0.18,1301.31,D,D2,supervisor,5 years,RENT,140000,Source Verified,16-Jul,Late (16-30 days),n,small_business,Business,913xx,CA,2.31,0,7-Feb,2,,,8,0,9116,0.20,19,16-Nov,1301.31,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,9116,0,0,0,0,62,0,,0,0,6882,20,49000,0,0,2,0,1140,39284,20.1,0,0,113,107,26,26,0,26,,0,,0,6,6,7,11,4,8,15,6,8,0,0,0,0,100,0,0,0,49000,9116,48400,0
N,5850, 36 months,0.09,186.01,B,B1,Area Manager,4 years,MORTGAGE,77908,Not Verified,16-Jul,Fully Paid,n,small_business,Business,237xx,VA,6.48,0,Mar-96,1,63,62,15,1,13247,0.51,47,16-Nov,5476.66,,16-Nov,0,,INDIVIDUAL,,,,0,0,437299,3,6,3,4,4,84782,105,3,4,8488,86,25800,0,9,6,11,31236,7713,62,0,0,143,244,4,4,4,9,,4,63,0,3,5,4,11,24,8,19,5,14,0,0,0,7,97.4,25,1,0,452005,98029,20300,84454
N,35000, 36 months,0.11,1154,B,B5,Pilot,10+ years,MORTGAGE,350000,Source Verified,16-Jun,Fully Paid,n,small_business,Business,606xx,IL,0.58,0,1-Mar,5,,,17,0,477,0.00,30,16-Nov,32206.76,,16-Dec,0,,INDIVIDUAL,,,,0,0,156165,0,1,0,1,13,13405,58,0,4,287,6,231500,3,1,6,5,9186,205523,0.2,0,0,141,183,13,13,1,13,,0,,0,2,2,13,18,4,15,24,2,17,0,0,0,0,100,0,0,0,403258,13882,206000,22958
N,8000, 36 months,0.15,278.54,C,C5,Driver,2 years,MORTGAGE,54000,Verified,16-Jun,Late (16-30 days),n,small_business,Business,298xx,SC,16.69,2,8-Jun,1,4,72,16,1,2967,0.21,26,16-Nov,278.54,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,175226,5,2,0,1,19,14912,71,7,12,988,53,13900,0,1,2,14,10952,5750,33,0,0,95,26,1,1,1,5,4,3,4,0,6,8,8,8,12,13,13,8,16,0,0,0,8,80,0,0,1,193993,17879,8300,21126
N,10000, 36 months,0.16,353.01,D,D1,Deli,10+ years,MORTGAGE,44800,Verified,16-May,Fully Paid,n,small_business,,322xx,FL,38.66,0,Jan-63,2,62,57,11,1,45462,0.67,28,16-Nov,0.09,,16-Nov,0,,INDIVIDUAL,,,,0,0,79611,6,2,2,2,4,34149,95,4,5,0,67,68200,0,2,4,7,7237,4900,0,0,0,163,639,0,0,2,0,,3,62,0,2,9,7,7,10,9,18,4,11,,0,0,6,96,0,0,0,104172,40973,9800,35972
N,20000, 36 months,0.18,725.56,D,D3,Branch Manager III,3 years,MORTGAGE,78500,Verified,16-May,Fully Paid,n,small_business,Business,895xx,NV,16.08,1,2-Jan,0,20,,12,0,108033,0.48,25,16-Nov,8411.15,,16-Nov,0,,INDIVIDUAL,,,,0,769,399844,0,1,1,1,8,36859,,2,4,2775,48,116700,6,5,2,5,36349,4825,36.5,0,0,120,172,8,8,1,8,34,8,20,0,1,5,4,9,6,10,18,5,12,0,0,0,3,88,25,0,0,428527,144892,7600,37881
N,19650, 36 months,0.31,844.87,G,G5,Owner,4 years,RENT,95000,Source Verified,16-May,In Grace Period,n,small_business,Business,907xx,CA,13.4,0,4-Feb,2,49,65,5,1,5875,0.50,7,16-Nov,844.87,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,31689,1,2,1,1,2,25814,79,2,3,3333,72,11700,0,1,3,4,6338,201,95.2,0,0,146,138,11,2,0,11,,0,49,1,2,3,2,2,3,3,4,3,5,0,0,0,3,85.7,100,0,0,44205,31689,4200,32505
N,3500, 36 months,0.05,105.41,A,A1,Deputy Sheriff,10+ years,MORTGAGE,83000,Not Verified,16-May,Fully Paid,n,small_business,Business,989xx,WA,32.37,0,Apr-91,0,,,13,0,20091,0.49,27,16-Nov,3068.77,,16-Nov,0,,INDIVIDUAL,,,,0,0,312240,0,5,1,1,7,77075,71,0,1,9489,63,40900,1,6,2,2,24018,10411,47.7,0,0,136,300,22,7,6,42,,7,,0,1,4,2,3,8,7,13,4,13,0,0,0,1,100,0,0,0,398459,97166,19900,123559
N,30000, 36 months,0.13,1010.68,C,C2,Manager,10+ years,RENT,120000,Verified,16-Apr,In Grace Period,n,small_business,Business,917xx,CA,11.64,0,Oct-91,1,34,,14,0,19100,0.56,23,16-Nov,1010.68,17-Jan,16-Dec,0,54,INDIVIDUAL,,,,0,0,38377,0,1,0,1,18,19277,80,0,0,1566,66,33900,0,1,1,1,3489,5234,23,0,0,64,294,33,18,0,33,,4,78,0,1,4,3,5,3,13,20,4,14,0,0,0,0,91.3,0,0,0,57952,38377,6800,24052
N,10000, 36 months,0.13,336.9,C,C2,C.O.O,< 1 year,OWN,65000,Verified,16-Apr,Fully Paid,n,small_business,Business,935xx,CA,22.01,0,2-Oct,0,,,7,0,8563,0.49,18,16-Nov,8722.59,,16-Nov,0,,INDIVIDUAL,,,,0,0,256920,1,2,1,2,4,38867,86,0,1,0,76,17500,1,2,3,5,36703,,,0,0,146,162,17,4,2,,,8,,0,0,3,0,3,7,4,9,3,7,0,0,0,1,100,,0,0,276882,47430,0,45331
N,8000, 36 months,0.13,269.52,C,C2,Sales,7 years,MORTGAGE,85000,Verified,16-Apr,Fully Paid,n,small_business,Business,802xx,CO,8.36,0,Apr-94,0,44,52,4,1,1249,0.27,18,16-Nov,5976.32,,16-Dec,0,62,INDIVIDUAL,,,,0,14647,226881,0,1,0,1,22,9550,67,1,1,1249,57,4600,0,5,0,2,56720,2751,31.2,0,0,149,264,9,9,3,87,44,,44,6,1,1,1,5,4,2,11,1,4,0,0,0,1,44.4,0,0,0,258921,10799,4000,14321
Y,28000, 36 months,0.05,843.22,A,A1,Electrical Foreman,10+ years,MORTGAGE,105000,Verified,16-Apr,Late (31-120 days),n,small_business,Business,217xx,MD,0,0,Nov-91,0,37,,7,0,0,0.00,25,16-Nov,843.22,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,0,2,0,0,0,37,0,,1,1,0,0,29700,3,0,10,2,0,29300,0,0,0,142,293,6,2,3,6,37,3,37,0,0,0,5,10,5,7,17,0,7,0,0,0,2,92,0,0,0,29700,0,29300,0
N,20000, 36 months,0.06,612.89,A,A2,Dentist-Owner,10+ years,MORTGAGE,254000,Verified,16-Apr,In Grace Period,n,small_business,Business,921xx,CA,15.74,2,Jun-83,3,11,49,19,2,208973,0.87,36,16-Nov,612.89,17-Jan,16-Dec,0,56,INDIVIDUAL,,,,0,0,1387185,1,1,1,1,8,15714,83,2,5,11002,87,240534,0,0,3,6,77065,7760,68,0,0,112,393,3,3,5,3,70,2,70,3,5,14,7,11,6,14,27,11,18,,0,0,3,78,40,0,2,1558391,44186,38800,18857
N,20000, 36 months,0.12,664.2,C,C1,Technician,1 year,RENT,80000,Source Verified,16-Apr,Late (16-30 days),n,small_business,Business,809xx,CO,15.09,0,3-Feb,0,32,,5,0,172,0.07,21,16-Nov,664.2,17-Jan,16-Dec,0,32,INDIVIDUAL,,,,0,0,25396,1,2,0,2,13,25224,71,1,1,86,67,2600,1,1,4,3,5079,414,17.2,0,0,123,158,3,3,3,158,,2,,2,1,2,1,3,10,3,8,2,5,0,0,0,1,90.5,0,0,0,38030,25396,500,35430
N,34750, 36 months,0.20,1283.13,D,D5,Mechanical Engineer III,2 years,RENT,79000,Verified,16-Apr,In Grace Period,n,small_business,Business,752xx,TX,29.67,0,7-Jun,0,24,,15,0,20724,0.88,34,16-Nov,1283.13,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,129981,1,10,1,1,4,109257,107,1,1,9492,101,23600,1,0,1,2,8665,1029,92,0,0,106,100,8,4,0,92,,5,29,0,2,4,2,2,24,5,10,4,15,0,0,0,2,87.9,100,0,0,144610,129981,12800,121010
Y,25000, 36 months,0.21,938.68,E,E2,Owner,10+ years,OWN,75500,Verified,16-Apr,Late (31-120 days),n,small_business,Business,641xx,MO,13.77,2,Oct-98,2,8,,6,0,7143,0.74,22,16-Nov,938.68,17-Jan,16-Dec,0,14,INDIVIDUAL,,,,0,0,277687,2,2,0,0,41,4644,34,1,1,2606,64,9600,8,0,7,2,55537,394,86.9,0,0,139,209,2,2,7,2,9,2,9,0,1,2,1,7,5,3,10,2,6,0,0,1,2,95.2,100,0,0,321289,11787,3000,45789
N,18000, 36 months,0.11,593.32,B,B5,President,10+ years,MORTGAGE,47000,Not Verified,16-Mar,Fully Paid,n,small_business,Business,060xx,CT,13.89,0,Dec-84,0,,43,13,1,2964,0.11,21,16-Nov,15596.66,,16-Nov,0,,INDIVIDUAL,,,,0,0,15410,1,1,1,2,12,12446,68,4,9,1474,35,25900,0,0,2,11,1284,22936,11.4,0,0,113,375,2,2,1,2,,11,,0,8,8,11,14,5,12,15,8,12,0,0,0,5,100,0,1,0,44112,15410,25900,18212
N,20000, 36 months,0.14,688.03,C,C4,Chief Human Resources Officer,3 years,MORTGAGE,95000,Verified,16-Mar,Fully Paid,n,small_business,Business,310xx,GA,9.69,1,5-Feb,3,19,10,8,3,10017,0.46,32,16-Nov,17544.37,,16-Dec,0,19,INDIVIDUAL,,,,0,620,24922,2,1,2,2,2,14905,99,2,4,3526,67,22000,0,2,5,6,3115,10185,39.7,0,0,128,133,5,2,1,8,,2,,1,5,7,5,6,21,7,9,7,8,0,0,1,4,100,0,1,1,37000,24922,16900,15000
N,12000, 36 months,0.18,435.34,D,D3,Inside Sales,< 1 year,RENT,35000,Verified,16-Mar,In Grace Period,n,small_business,Business,814xx,CO,15.71,0,4-Dec,0,,,5,0,8350,0.66,24,16-Nov,435.34,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,13151,1,1,0,0,25,4801,47,1,2,5443,57,12600,1,4,2,2,2630,2652,75.7,0,0,132,135,1,1,3,1,,10,,0,2,3,3,5,8,4,13,3,5,0,0,0,1,100,66.7,0,0,22919,13151,10900,10319
N,10000, 36 months,0.13,336.9,C,C2,Project Specialist,1 year,RENT,29750,Source Verified,16-Mar,In Grace Period,n,small_business,Business,424xx,KY,13.31,1,May-00,1,8,,11,0,7218,0.17,36,16-Nov,336.9,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,56984,0,1,1,1,8,49766,,2,4,2411,17,42300,0,0,2,5,5698,14926,17.1,0,0,150,190,11,8,1,12,8,0,8,0,2,5,4,8,15,10,20,5,11,0,0,0,3,94.4,0,0,0,92066,56984,18000,49766
N,7500, 36 months,0.12,249.08,C,C1,Sales Manager,2 years,RENT,64000,Source Verified,16-Mar,In Grace Period,n,small_business,,333xx,FL,5.49,0,Oct-00,0,64,,4,0,6162,0.61,6,16-Nov,249.08,17-Jan,16-Dec,0,64,INDIVIDUAL,,,,0,0,6162,0,0,0,0,185,0,,1,2,2453,61,10100,0,0,2,2,1541,1712,65.8,0,0,185,153,10,10,0,10,64,8,64,1,2,4,2,3,1,4,5,4,4,0,0,0,1,83.3,50,0,0,10100,6162,5000,0
N,20000, 36 months,0.14,688.03,C,C4,Member,10+ years,MORTGAGE,70000,Source Verified,16-Mar,In Grace Period,n,small_business,Business,754xx,TX,2.16,0,1-Sep,1,,,6,0,2013,0.17,22,16-Nov,688.03,17-Jan,16-Dec,1,,JOINT,187000,1.76,Source Verified,0,315,2013,1,0,0,0,131,0,,2,6,823,17,11700,1,9,1,6,336,9167,17.4,0,0,153,174,3,3,1,3,,4,,0,3,4,5,8,11,6,10,4,6,0,0,0,2,100,40,0,0,11700,2013,11100,0
N,8000, 36 months,0.11,263.7,B,B5,Owner,10+ years,RENT,35000,Not Verified,16-Mar,In Grace Period,n,small_business,Business,751xx,TX,12.45,0,5-Oct,0,57,,5,0,5536,0.83,12,16-Nov,263.7,17-Jan,16-Dec,0,57,INDIVIDUAL,,,,0,0,9297,0,1,0,2,17,3761,60,0,0,3144,72,6700,0,1,0,2,1859,192,96.2,0,0,123,89,29,17,2,29,,22,,2,2,4,2,2,5,4,5,4,5,0,0,0,0,83.3,100,0,0,12976,9297,5000,6276
N,25000, 36 months,0.11,824.05,B,B5,GM,3 years,OWN,100000,Not Verified,16-Mar,In Grace Period,n,small_business,Business,201xx,VA,9.04,0,6-Oct,1,,110,10,1,13725,0.28,16,16-Nov,824.05,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,445246,1,1,0,1,19,20051,61,0,1,7093,41,49400,2,1,4,3,49472,33674,28.7,0,0,36,113,18,2,2,18,,3,,0,4,5,5,8,3,7,11,5,10,0,0,0,1,100,0,1,0,541887,33776,47200,32995
N,15000, 36 months,0.11,489.31,B,B4,MAJOR (OFFICER),10+ years,MORTGAGE,116000,Verified,16-Mar,Late (16-30 days),n,small_business,Business,809xx,CO,24.57,1,Jul-98,2,7,,14,0,17446,0.64,32,16-Nov,489.31,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,271728,1,4,2,2,5,90264,95,0,0,3441,84,27200,0,2,5,2,20902,593,94.7,0,0,212,175,27,5,5,27,,5,,0,4,5,4,7,12,9,15,5,14,0,0,0,2,96.9,100,0,0,337894,107710,11200,133927
Y,7200, 36 months,0.15,250.69,C,C5,Owner operator,2 years,MORTGAGE,78000,Not Verified,16-Mar,Late (31-120 days),n,small_business,Business,385xx,TN,22.91,1,5-Sep,0,4,,6,0,3832,0.36,10,16-Nov,516.38,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,112995,0,2,0,0,26,38645,34,0,1,1930,35,10600,1,0,1,1,18833,70,96.5,0,0,126,56,13,13,1,56,26,12,26,0,1,2,1,2,5,3,4,2,6,0,0,0,0,77.8,100,0,0,155854,42477,2000,70765
N,35000, 36 months,0.16,1235.52,D,D1,Manager,5 years,OWN,90000,Source Verified,16-Mar,Fully Paid,n,small_business,Business,464xx,IN,18.99,0,Mar-89,0,27,,4,0,8656,0.59,10,16-Nov,1252.29,,16-Nov,0,30,INDIVIDUAL,,,,0,0,45196,0,1,0,1,17,2370,65,1,1,8100,85,14800,1,0,2,2,11299,6144,58.5,0,0,155,324,11,11,1,11,30,7,30,3,2,2,2,5,3,2,5,2,4,0,0,0,1,60,0,0,0,53334,45196,14800,3655
N,6500, 36 months,0.14,221.12,C,C3,CEO & President,10+ years,MORTGAGE,183000,Verified,16-Mar,Fully Paid,n,small_business,Business,231xx,VA,25.07,0,Jun-98,0,,,15,0,66139,0.89,49,16-Nov,5526.58,,16-Dec,0,,INDIVIDUAL,,,,0,0,772252,2,6,3,4,7,303847,84,4,6,18520,87,74200,0,0,4,11,51483,1415,97.5,0,0,175,212,2,2,5,9,,10,,0,4,8,4,15,18,8,26,8,15,0,0,0,8,100,100,0,0,798461,369986,55800,317761
N,20000, 36 months,0.14,688.03,C,C4,Referee,7 years,MORTGAGE,110000,Source Verified,16-Mar,Late (16-30 days),n,small_business,Business,773xx,TX,8.2,0,Nov-97,1,27,,6,0,18309,0.57,27,16-Nov,688.03,17-Jan,16-Dec,0,52,INDIVIDUAL,,,,0,0,34916,2,1,0,0,25,16607,54,2,3,8102,55,32300,0,0,1,3,5819,7210,70.7,0,0,219,185,2,2,3,5,52,5,52,1,4,5,4,7,12,5,12,5,6,0,0,0,2,88.9,75,0,0,63251,34916,24600,30951
N,20125, 36 months,0.25,800.07,F,F3,District Manager,2 years,RENT,55000,Verified,16-Mar,Late (16-30 days),n,small_business,Business,452xx,OH,10.98,1,12-Sep,1,8,,6,0,1844,0.25,7,16-Nov,800.07,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,19112,0,1,0,1,24,17268,77,0,3,1844,64,7500,5,2,8,4,3185,1456,55.9,0,0,41,38,20,20,0,20,,0,,0,1,1,1,1,2,5,5,1,6,0,0,0,0,85.7,0,0,0,29913,19112,3300,22413
N,1500, 36 months,0.14,51.03,C,C3,Manager,9 years,RENT,108000,Source Verified,16-Feb,Fully Paid,n,small_business,Business,980xx,WA,5.27,0,3-Feb,0,,74,3,1,975,0.18,16,16-Nov,1282.29,,16-Nov,0,,INDIVIDUAL,,,,0,0,26942,1,1,1,1,8,25967,93,2,4,975,81,5500,1,2,4,5,8981,525,65,0,0,113,156,6,6,0,12,,7,,0,1,1,1,6,4,2,12,1,3,0,0,0,3,100,0,1,0,33438,26942,1500,27938
N,35000, 36 months,0.15,1218.61,C,C5,President,2 years,RENT,400500,Not Verified,16-Feb,Late (16-30 days),n,small_business,Business,606xx,IL,7.44,0,Jun-92,1,,,20,0,102302,0.72,30,16-Nov,1218.61,17-Jan,16-Dec,0,,INDIVIDUAL,,,,0,0,117084,1,1,1,1,2,14782,99,0,1,14072,72,141130,0,0,2,2,6887,8821,72,0,0,60,284,15,2,0,15,,2,,0,16,16,19,19,2,16,28,15,17,,0,0,1,100,62.5,0,0,156130,117084,141130,15000
